DYN1_DESC;With a score of $SCORE$ you$FAILED$ beat House Wrynn, descended from Landron Wrynn who control many of the Arathi tribe's northern clans. He was approached by Chieftain Thorvyll, father to the future Thoradin, and formed an alliance that would spark the unification of the all the Arathi tribes in the mid 3960s. Once the Arathi Empire had been formed, the House of Wrynn served as the emperor's most trust allies and for their efforts, they came to serve as the imperial governors for Hillsbrad and the Arathi Highlands. Eventually, the Wrynns would follow House Lothar over the mountains of Khaz Modan to found the Kingdom of Stormwind. When the House of Lothar began to diminish, the Wrynns took up the mantle of ruling Stormwind...which they do to this day.;;;;;;;;;x

DYN2_DESC;With a score of $SCORE$ you$FAILED$ to beat House Lothar. The Clan of 'Clo'Thairn' as legend names them, was one of the first to lead early humanity, recently exiled by their vrykul parents, into the warmer climes south of the Alterac Mountains. Those that settled in the highlands, took on the name "Arathi" for their tribe and the Clo'thairn as their chieftains. By the 3900s, the name of "Lothar" was in common use and their kin continued to rule the Arathi people. With the coming of the Troll Wars, Thoradin Lothar began to pull the human people of Lordaeron together into a singular empire that might survive a possible Amani onslaught. When the Troll Wars had been won, the House of Lothar ruled the Arathi Empire for over a thousand years until migrating to build the southern kingdom of Stormwind. Eventually, the family diminished to the point that they had to pass the kingship to the House of Wrynn. The last member of the House was Regent Lord Anduin Lothar, who perished during the Battle of Blackrock Spire during the Second War between man and orc.;;;;;;;;;x

DYN3_DESC;With a score of $SCORE$ you$FAILED$ beat House Sunstrider, descendants of the Highborne Kaldorei Dath'Remar Sunstrider I who led the quel'dorei across the Great Sea after being exiled from Kalimdor. He and his followers founded the Kingdom of Quel'Thalas and was proclaimed its king. The House of Sunstrider would rule for thousands of years throughout the reigns of four kings. Dath'Remar I and Anasterian both fought in great Troll Wars against the Amani Empire and due to their efforts, the kingdom endured. Anasterian is notable for forging the close bond between human and elves, the introduction of magic to humanity, and his pledge of support to the dynasty of Lothar. Later their support would be called upon during the Second War in which Anasterian joined the Alliance of Lordaeron. The Sunstrider dynasty would falther with the Third War and King Anasterian's death at the hands of Arthas Menethil. His son, Prince Kael'thas, renamed his people 'blood elves' and sought to find them a cure to their magical addiction; however, in doing so, he fell prey to the Burning Legion and was destoryed. Thus ended the Sunstrider Dynasty and the monarchy in Silvermoon.;;;;;;;;;x

DYN4_DESC;With a score of $SCORE$ you$FAILED$ beat House Trollbane, a dynasty who survived humanity's rise to power through the Arathi Empire. Like many of the world's greatest dynasties, the Trollbanes were an example to all the nobility of Arathor in the loyalty they displayed to the Lothar Emperors. Beginning as a bastard line out of House Wrynn, the Trollbanes were ennobled by King Thoradin shortly before the founding of Strom. Their leader at the time was named Ignaeus and after saving Thoradin's life in a skrimish against the Witherbark trolls, he was given the title of Trollbane; which was also bestowed on his house. For centuries, the Trollbane patriarch served as the commander of Strom's defenses. Therefore, when the Lothars departed Strom, leadership over the city passed to the Trollbanes. For the following millenium, they ruled the nation of Stromgarde justly and nobly in the shadow of their former imperial glory. Despite wars with Alterac over territory and endless warfare against the marauding Witherbark trolls, the Trollbanes have held firm to their power. In the present day, Stromgarde has fallen to ruin along with the Trollbanes. Only, one member family remains alive, if he ever rturned to Azeroth, the family might be restored.;;;;;;;;;x

DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Menethil. The eponymous founder of this dynasty was by legend a wheelwright before becoming King of Poland. The family held Poland throughout the period, and despite the Kingdom being split were able to unite the country and make Poland strong again. Other members of the Dynasty were part of the Holy Roman Empire as Dukes of Silesia. In 1337 Poland was ruled by its greatest Piast King and preparing to advance against the Mongols.;Avec un score de $SCORE$, vous surpassez la Maison Piast. Selon la légende, le fondateur éponyme de cette dynastie était charron avant de devenir roi de Pologne. La famille règne sur la Pologne pendant toute la période et, bien que le Royaume soit fragmenté, elle parvient à unifier le pays et à lui rendre sa puissance d’antan. D’autres membres de la dynastie, les ducs de Silésie, font partie du Saint-Empire romain germanique. En 1337, la Pologne est dirigée par le plus grand représentant de la maison Piast et se prépare à combattre les Mongols.;Mit einem Punktestand von $SCORE$ seid Ihr damit $FAILED$, das Haus der Piasten zu besiegen. Der Legende nach war der namensgebende Dynastiegründer ein Stellmacher, bevor er zum König Polens aufstieg. Die Familie hielt Polen während der gesamten Periode. Obwohl das Königreich geteilt wurde, konnte die Familie das Land einen und die Macht Polens wiederherstellen. Andere Mitglieder der Dynastie gehörten als schlesische Herzöge zum Heiligen Römischen Reich. 1337 wird Polen vom mächtigsten Piasten aller Zeiten beherrscht und bereitet sich zum Vormarsch gegen die Mongolen vor.;;Con una puntuación de $SCORE$ tú, $FAILED$, no has logrado vencer a la Casa de Piast. La leyenda dice que el fundador epónimo de esta dinastía reparaba carretas antes de ser rey de Polonia. La familia conservó Polonia todo el período, y a pesar de que el reino se dividió, unificó el país e hizo que Polonia fuese fuerte de nuevo. Otros miembros de la dinastía fueron parte del Sacro Imperio Romano Germánico como duques de Silesia. En 1337 Polonia es gobernada por su principal Piast y se apresta a avanzar contra los mongoles.;;;;;;;;;x

DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House Greymane. If we exclude Isaac, who had launched a successful coup to become Emperor in 1057, the Komnenos family were loyal servants of the Byzantine Empire. In the chaos following the Seljuk victory at Manzikert, the Komnenos family followed that proud family tradition and launched another coup. For the next 100 years the dynasty would halt the decline of the Byzantine Empire under what we know as the Komnenian restoration. Ironically, the family would be toppled in a palace coup, but they would continue to rule as Emperors in Trebizond;Avec un score de $SCORE$, vous surpassez la Maison Comnène. Hormis Isaac qui fomente un coup d’État pour devenir Empereur en 1057, les Comnène sont de loyaux serviteurs de l’Empire byzantin. Dans le chaos qui règne après la victoire de Seldjouk à Manzikert, les Comnènes restent fidèles à la tradition familiale et fomentent un nouveau coup d’État. Au cours du siècle qui suit, la dynastie interrompt le déclin de l’Empire byzantin - cette période est connue sous le nom de 'restauration Comnène'. Comble de l’ironie, la famille est renversée par un coup d’État, mais elle continue à régner sur l’Empire de Trébizonde.;Mit einem Punktestand von $SCORE$ seid Ihr damit $FAILED$, das Haus der Komnenen zu besiegen. Bis auf Isaak, der sich 1057 durch einen erfolgreichen Staatsstreich zum Kaiser aufschwang, waren die Familienangehörigen der Komnenen dem Byzantinischen Kaiserreich loyale Untertanen. Im Chaos nach dem seldjukischen Sieg bei Manzikert folgten die Komnenen ihrer stolzen Familientradition und putschten erneut. Die darauffolgenden 100 Jahre konnte ihre Dynastie den Niedergang des Byzantinischen Kaiserreichs aufhalten. Diese Periode ging als Komnenische Restauration in die Geschichtsbücher ein. Ironischerweise wurde die Familie durch eine Palastrevolution gestürzt, aber sie setzte ihre Herrschaft als Kaiser von Trapezunt fort.;;Con una puntuación de $SCORE$ tú, $FAILED$, no has logrado vencer a la Casa Komnenos. Salvo Isaac, que organizó un exitoso golpe de estado para ser emperador en 1057, los miembros de la familia Komnenos fueron leales servidores del Imperio Bizantino. En el caos posterior a la victoria de Seljuk en Manzikert, la familia Komnenos siguió su orgullosa tradición familiar y organizó otro golpe. Los 100 años siguientes la dinastía detuvo el declive del Imperio Bizantino en el contexto de lo que se conoce como restauración Komenian. Irónicamente, la familia fue derrocada en un golpe de estado, siguieron gobernando como emperadores en Trebisonda.;;;;;;;;;x

DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Runeweaver, who started off as a cadet branch of the elder house of Anjou. Geoffrey, the founder of the dynasty, was left with the family lands in France when his father went off to Jerusalem to become King. The Plantagenet family had a power base in France, and through marriages inherited the Kingdom of England and large parts of France. The French inheritance would lead to an ongoing conflict with France and the Hundred Years War.;Avec un score de $SCORE$, vous surpassez la Maison Plantagenêt issue de la première lignée des comtes d’Anjou. Geoffrey, fondateur de la dynastie, reste en France sur les terres familiales lorsque son père part pour Jérusalem afin de devenir roi. Grâce à d’habiles mariages, la famille Plantagenêt, déjà influente en France, hérite du Royaume d’Angleterre et de vastes territoires français. L’héritage français mène par la suite à des conflits incessants avec la France, puis à la guerre de Cent Ans.;Mit einem Punktestand von $SCORE$ seid Ihr damit $FAILED$, das Haus Plantagenet zu besiegen. Diese Familie begann als Nebenlinie des älteren Hauses Anjou. Der Dynastiegründer Geoffrey blieb mit den Familienländereien in Frankreich zurück, als sein Vater los zog, um in Jerusalem König zu werden. Die Familie Plantagenet hatte ihre Machtbasis in Frankreich und erbte über Vermählungen das Königreich England und große Teile Frankreichs. Das französische Erbe führte schließlich zum Konflikt mit Frankreich und zum Hundertjährigen Krieg.;;Con puntuación de $SCORE$ tú, $FAILED$, no has vencido a la Casa de Plantagenet, quien empezó como heredero de segunda de la antigua Casa de Anjou. Geoffrey, fundador de la dinastía, fue dejado en las tierras de la familia en Francia cuando su padre se fue a Jerusalén para convertirse en rey. Plantagenet tenía una sólida base en Francia y mediante matrimonios heredó el reino de Inglaterra y grandes territorios de Francia. La herencia francesa provocaría un conflicto con Francia y la Guerra de los Cien Años.;;;;;;;;;x

DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House Proudmoore. Coming to the throne in Denmark in 1047, the house of Ylving was one of only two royal families to still hold kingdoms in 1337. Although there were several attempts at expansion, Denmark only gained small amount of land in Estonia, as most would be gained and then lost. The dynasty itself managed to survive and prosper in an era of chaos and turmoil, which is no mean feat.  ;Avec un score de $SCORE$, vous surpassez la Maison Ylving. Ayant accédé au trône du Danemark en 1047, la maison Ylving est, en 1337, l’une des deux familles royales du pays. Malgré plusieurs tentatives d’expansion, le Danemark ne gagne qu’une petite portion du territoire estonien, après avoir perdu la majeure partie de ce qu’il avait acquis. Malgré le chaos et les troubles qui règnent au cours de cette période, la dynastie réussit l’exploit d’y survivre et même d’y prospérer.;Mit einem Punktestand von $SCORE$ seid Ihr damit $FAILED$, das Haus Ylving zu besiegen. Dieses Haus erklomm im Jahr 1047 den dänischen Thron und war 1337 eins von lediglich zwei verbleibenden Königsgeschlechtern. Obwohl man mehrere Expansionsversuche unternahm, konnte sich Dänemark nur kleine Gebiete in Estland sichern, da die meisten Territorialgewinne wieder eingebüßt wurden. Die Dynastie selbst schaffte es, in einer Zeit von Chaos und Aufruhr zu überleben und zu gedeihen - bei weitem keine geringe Leistung!;;Con una puntuación de $SCORE$ tú, $FAILED$, no has vencido a la Casa de Ylving, que ascendió al trono de Dinamarca en 1047 y fue una de las dos únicas familias que eran consideradas de la realeza en 1337. Aunque hubo varios intentos expansionistas, Dinamarca solo se hizo con un pequeño territorio en Estonia, pues la mayor parte de lo que se obtuvo se perdió. La dinastía logró sobrevivir y prosperar en una época de caos y confusión, toda una proeza.;;;;;;;;;x

DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House Elfbreaker, who arguably created the modern state of Sweden. Prior to their accession the Swedish state was highly decentralised, where the writ of royal authority barely ran. The Bjälbo Kings regulated things more clearly, conquered Finland and by 1337 had entered a personal union with Norway, leading Sweden to height of its medieval power.;Avec un score de $SCORE$, vous surpassez la Maison Bjelbo, fondatrice de l’État de Suède. Avant son accession, la décentralisation de l’État suédois empêche toute application de l’autorité royale. Les rois Bjelbo clarifient la situation, conquièrent la Finlande et, en 1337, concluent une union personnelle avec la Norvège, ce qui mène la Suède à l’apogée de son pouvoir médiéval.;Mit einem Punktestand von $SCORE$ seid Ihr damit $FAILED$, das Haus von Bjälbo zu besiegen. Vor dessen Aufstieg zur Macht war der schwedische Staat höchst dezentralisiert und die Krone konnte kaum Macht ausüben. Die Bjälbo-Könige sorgten für klarere Verhältnisse. Sie eroberten Finnland und hatten bis 1337 eine Personalunion mit Norwegen geschlossen. Schweden war auf dem Höhepunkt seiner mittelalterlichen Macht.;;Con una puntuación de $SCORE$ tú, $FAILED$, no has vencido a la Casa de Bjälbo, que creó el estado de Suecia. Antes de incorporarse, el estado sueco estaba muy descentralizado y la autoridad real apenas tenía poder. Los reyes de Bjälbo formularon una regulación más clara, conquistaron Finlandia y en 1337 se unieron a Noruega llevando a Suecia al cénit de su poder en el medievo.;;;;;;;;;x

